Time,Open,High,Low,Close,Volume
2026-06-25 17:00:00,58285.7,60466.6,58285.7,59463.9,12921
2026-06-25 18:00:00,59467.4,59642.8,58863.9,59550.0,7695
2026-06-25 19:00:00,59560.1,60046.1,59144.8,59300.9,5437
2026-06-25 20:00:00,59298.0,59728.4,59128.5,59668.0,4372
2026-06-25 21:00:00,59671.8,59780.6,59347.3,59485.0,3787
2026-06-25 22:00:00,59486.1,59510.6,59157.2,59315.3,2774
2026-06-25 23:00:00,59319.6,59734.2,59312.6,59445.0,2370
2026-06-26 00:00:00,59445.0,60248.8,59440.6,60200.2,1848
2026-06-26 01:00:00,60194.0,60194.0,59725.1,59832.1,1938
2026-06-26 02:00:00,59827.2,60183.9,59731.3,59785.7,1781
2026-06-26 03:00:00,59787.15,59894.2,59624.4,59655.4,2256
2026-06-26 04:00:00,59650.05,59774.3,59215.8,59421.1,2703
2026-06-26 05:00:00,59421.1,59445.9,58348.2,58556.1,6400
2026-06-26 06:00:00,58560.1,60109.0,58321.5,60021.5,5893
2026-06-26 07:00:00,60015.7,60221.5,59822.0,59909.7,3032
2026-06-26 08:00:00,59914.3,60037.3,59720.9,59929.9,2217
2026-06-26 09:00:00,59926.0,60447.0,59686.95,60315.2,2694
2026-06-26 10:00:00,60317.8,60745.75,60265.7,60514.2,2621
2026-06-26 11:00:00,60507.4,60565.2,60137.4,60231.9,2112
